cod_ibge;uf;municipio;modulo_fiscal_ha
1100015;RO;ALTA FLORESTA D'OESTE;60
1100023;RO;ARIQUEMES;60
1100031;RO;CABIXI;60
1100049;RO;CACOAL;60
1100056;RO;CEREJEIRAS;60
1100064;RO;COLORADO DO OESTE;60
1100072;RO;CORUMBIARA;60
1100080;RO;COSTA MARQUES;60
1100098;RO;ESPIGÃO D'OESTE;60
1100106;RO;GUAJARÁ-MIRIM;60
1100114;RO;JARU;60
1100122;RO;JI-PARANÁ;60
1100130;RO;MACHADINHO D'OESTE;60
1100148;RO;NOVA BRASILÂNDIA D'OESTE;60
1100155;RO;OURO PRETO DO OESTE;60
1100189;RO;PIMENTA BUENO;60
1100205;RO;PORTO VELHO;60
1100254;RO;PRESIDENTE MÉDICI;60
1100262;RO;RIO CRESPO;60
1100288;RO;ROLIM DE MOURA;60
1100296;RO;SANTA LUZIA D'OESTE;60
1100304;RO;VILHENA;60
1100320;RO;SÃO MIGUEL DO GUAPORÉ;60
1100338;RO;NOVA MAMORÉ;60
1100346;RO;ALVORADA D'OESTE;60
1100379;RO;ALTO ALEGRE DO PARECIS;60
1100403;RO;ALTO PARAÍSO;60
1100452;RO;BURITIS;60
1100502;RO;NOVO HORIZONTE DO OESTE;60
1100601;RO;CACAULÂNDIA;60
1100700;RO;CAMPO NOVO DE RONDÔNIA;60
1100809;RO;CANDEIAS DO JAMARI;60
1100908;RO;CASTANHEIRAS;60
1100924;RO;CHUPINGUAIA;60
1100940;RO;CUJUBIM;60
1101005;RO;GOVERNADOR JORGE TEIXEIRA;60
1101104;RO;ITAPUÃ DO OESTE;60
1101203;RO;MINISTRO ANDREAZZA;60
1101302;RO;MIRANTE DA SERRA;60
1101401;RO;MONTE NEGRO;60
1101435;RO;NOVA UNIÃO;60
1101450;RO;PARECIS;60
1101468;RO;PIMENTEIRAS DO OESTE;60
1101476;RO;PRIMAVERA DE RONDÔNIA;60
1101484;RO;SÃO FELIPE D' OESTE;60
1101492;RO;SÃO FRANCISCO DO GUAPORÉ;60
1101500;RO;SERINGUEIRAS;60
1101559;RO;TEIXEIRÓPOLIS;60
1101609;RO;THEOBROMA;60
1101708;RO;URUPÁ;60
1101757;RO;VALE DO ANARI;60
1101807;RO;VALE DO PARAÍSO;60
1200138;AC;BUJARI;70
1200179;AC;CAPIXABA;70
1200401;AC;RIO BRANCO;70
1200807;AC;PORTO ACRE;70
1300300;AM;AUTAZES;80
1300508;AM;BARREIRINHA;80
1300631;AM;BERURI;80
1300680;AM;BOA VISTA DO RAMOS;80
1300839;AM;CAAPIRANGA;80
1301100;AM;CAREIRO;80
1301159;AM;CAREIRO DA VÁRZEA;80
1301852;AM;IRANDUBA;80
1301902;AM;ITACOATIARA;80
1302009;AM;ITAPIRANGA;80
1302504;AM;MANACAPURU;80
1302553;AM;MANAQUIRI;80
1302603;AM;MANAUS;10
1302900;AM;MAUÉS;80
1303007;AM;NHAMUNDÁ;80
1303106;AM;NOVA OLINDA DO NORTE;80
1303403;AM;PARINTINS;80
1303536;AM;PRESIDENTE FIGUEIREDO;80
1303569;AM;RIO PRETO DA EVA;80
1303957;AM;SÃO SEBASTIÃO DO UATUMÃ;80
1304005;AM;SILVES;80
1304302;AM;URUCARÁ;80
1304401;AM;URUCURITUBA;80
1400027;RR;AMAJARI;80
1400050;RR;ALTO ALEGRE;80
1400100;RR;BOA VISTA;80
1400159;RR;BONFIM;80
1400175;RR;CANTÁ;80
1400407;RR;NORMANDIA;80
1400456;RR;PACARAIMA;80
1400704;RR;UIRAMUTÃ;80
1500107;PA;ABAETETUBA;70
1500131;PA;ABEL FIGUEIREDO;70
1500206;PA;ACARÁ;50
1500305;PA;AFUÁ;70
1500347;PA;ÁGUA AZUL DO NORTE;70
1500404;PA;ALENQUER;75
1500503;PA;ALMEIRIM;70
1500602;PA;ALTAMIRA;75
1500701;PA;ANAJÁS;70
1500800;PA;ANANINDEUA;7
1500859;PA;ANAPU;70
1500909;PA;AUGUSTO CORRÊA;55
1500958;PA;AURORA DO PARÁ;55
1501006;PA;AVEIRO;75
1501105;PA;BAGRE;70
1501204;PA;BAIÃO;70
1501253;PA;BANNACH;75
1501303;PA;BARCARENA;70
1501402;PA;BELÉM;5
1501451;PA;BELTERRA;75
1501501;PA;BENEVIDES;7
1501576;PA;BOM JESUS DO TOCANTINS;70
1501600;PA;BONITO;55
1501709;PA;BRAGANÇA;55
1501725;PA;BRASIL NOVO;75
1501758;PA;BREJO GRANDE DO ARAGUAIA;70
1501782;PA;BREU BRANCO;70
1501808;PA;BREVES;70
1501907;PA;BUJARU;55
1501956;PA;CACHOEIRA DO PIRIÁ;75
1502004;PA;CACHOEIRA DO ARARI;65
1502103;PA;CAMETÁ;70
1502152;PA;CANAÃ DOS CARAJÁS;70
1502202;PA;CAPANEMA;55
1502301;PA;CAPITÃO POÇO;55
1502400;PA;CASTANHAL;55
1502509;PA;CHAVES;65
1502608;PA;COLARES;55
1502707;PA;CONCEIÇÃO DO ARAGUAIA;75
1502756;PA;CONCÓRDIA DO PARÁ;55
1502764;PA;CUMARU DO NORTE;75
1502772;PA;CURIONÓPOLIS;70
1502806;PA;CURRALINHO;70
1502855;PA;CURUÁ;75
1502905;PA;CURUÇÁ;55
1502939;PA;DOM ELISEU;55
1502954;PA;ELDORADO DO CARAJÁS;70
1503002;PA;FARO;75
1503044;PA;FLORESTA DO ARAGUAIA;75
1503077;PA;GARRAFÃO DO NORTE;55
1503093;PA;GOIANÉSIA DO PARÁ;55
1503101;PA;GURUPÁ;70
1503200;PA;IGARAPÉ-AÇU;55
1503309;PA;IGARAPÉ-MIRI;70
1503408;PA;INHANGAPI;55
1503457;PA;IPIXUNA DO PARÁ;55
1503507;PA;IRITUIA;55
1503606;PA;ITAITUBA;75
1503705;PA;ITUPIRANGA;70
1503754;PA;JACAREACANGA;75
1503804;PA;JACUNDÁ;70
1503903;PA;JURUTI;75
1504000;PA;LIMOEIRO DO AJURU;70
1504059;PA;MÃE DO RIO;55
1504109;PA;MAGALHÃES BARATA;55
1504208;PA;MARABÁ;70
1504307;PA;MARACANÃ;55
1504406;PA;MARAPANIM;55
1504422;PA;MARITUBA;7
1504455;PA;MEDICILÂNDIA;70
1504505;PA;MELGAÇO;70
1504604;PA;MOCAJUBA;70
1504703;PA;MOJU;70
1504752;PA;MOJUÍ DOS CAMPOS;75
1504802;PA;MONTE ALEGRE;75
1504901;PA;MUANÁ;65
1504950;PA;NOVA ESPERANÇA DO PIRIÁ;75
1504976;PA;NOVA IPIXUNA;70
1505007;PA;NOVA TIMBOTEUA;55
1505031;PA;NOVO PROGRESSO;75
1505064;PA;NOVO REPARTIMENTO;70
1505106;PA;ÓBIDOS;75
1505205;PA;OEIRAS DO PARÁ;70
1505304;PA;ORIXIMINÁ;75
1505403;PA;OURÉM;55
1505437;PA;OURILÂNDIA DO NORTE;75
1505486;PA;PACAJÁ;70
1505494;PA;PALESTINA DO PARÁ;70
1505502;PA;PARAGOMINAS;55
1505536;PA;PARAUAPEBAS;70
1505551;PA;PAU D'ARCO;75
1505601;PA;PEIXE-BOI;55
1505635;PA;PIÇARRA;75
1505650;PA;PLACAS;75
1505700;PA;PONTA DE PEDRAS;65
1505809;PA;PORTEL;70
1505908;PA;PORTO DE MOZ;70
1506005;PA;PRAINHA;70
1506104;PA;PRIMAVERA;55
1506112;PA;QUATIPURU;55
1506138;PA;REDENÇÃO;75
1506161;PA;RIO MARIA;75
1506187;PA;RONDON DO PARÁ;55
1506195;PA;RURÓPOLIS;75
1506203;PA;SALINÓPOLIS;55
1506302;PA;SALVATERRA;65
1506351;PA;SANTA BÁRBARA DO PARÁ;7
1506401;PA;SANTA CRUZ DO ARARI;65
1506500;PA;SANTA ISABEL DO PARÁ;55
1506559;PA;SANTA LUZIA DO PARÁ;75
1506583;PA;SANTA MARIA DAS BARREIRAS;75
1506609;PA;SANTA MARIA DO PARÁ;55
1506708;PA;SANTANA DO ARAGUAIA;75
1506807;PA;SANTARÉM;75
1506906;PA;SANTARÉM NOVO;55
1507003;PA;SANTO ANTÔNIO DO TAUÁ;55
1507102;PA;SÃO CAETANO DE ODIVELAS;55
1507151;PA;SÃO DOMINGOS DO ARAGUAIA;70
1507201;PA;SÃO DOMINGOS DO CAPIM;55
1507300;PA;SÃO FÉLIX DO XINGU;75
1507409;PA;SÃO FRANCISCO DO PARÁ;55
1507458;PA;SÃO GERALDO DO ARAGUAIA;75
1507466;PA;SÃO JOÃO DA PONTA;55
1507474;PA;SÃO JOÃO DE PIRABAS;55
1507508;PA;SÃO JOÃO DO ARAGUAIA;70
1507607;PA;SÃO MIGUEL DO GUAMÁ;55
1507706;PA;SÃO SEBASTIÃO DA BOA VISTA;70
1507755;PA;SAPUCAIA;75
1507805;PA;SENADOR JOSÉ PORFÍRIO;70
1507904;PA;SOURE;65
1507953;PA;TAILÂNDIA;50
1507961;PA;TERRA ALTA;55
1507979;PA;TERRA SANTA;75
1508001;PA;TOMÉ-AÇU;50
1508035;PA;TRACUATEUA;55
1508050;PA;TRAIRÃO;75
1508084;PA;TUCUMÃ;75
1508100;PA;TUCURUÍ;70
1508126;PA;ULIANÓPOLIS;55
1508159;PA;URUARÁ;70
1508209;PA;VIGIA;55
1508308;PA;VISEU;75
1508357;PA;VITÓRIA DO XINGU;75
1508407;PA;XINGUARA;75
1600055;AP;SERRA DO NAVIO;50
1600105;AP;AMAPÁ;70
1600154;AP;PEDRA BRANCA DO AMAPARÍ;50
1600204;AP;CALÇOENE;70
1600212;AP;CUTIAS;50
1600238;AP;FERREIRA GOMES;50
1600253;AP;ITAUBAL;50
1600279;AP;LARANJAL DO JARI;70
1600303;AP;MACAPÁ;50
1600402;AP;MAZAGÃO;70
1600501;AP;OIAPOQUE;70
1600535;AP;PORTO GRANDE;50
1600550;AP;PRACUÚBA;70
1600600;AP;SANTANA;50
1600709;AP;TARTARUGALZINHO;70
1600808;AP;VITÓRIA DO JARI;70
1700251;TO;ABREULÂNDIA;80
1700301;TO;AGUIARNÓPOLIS;80
1700350;TO;ALIANÇA DO TOCANTINS;80
1700400;TO;ALMAS;80
1700707;TO;ALVORADA;80
1701002;TO;ANANÁS;80
1701051;TO;ANGICO;80
1701101;TO;APARECIDA DO RIO NEGRO;80
1701309;TO;ARAGOMINAS;80
1701903;TO;ARAGUACEMA;80
1702000;TO;ARAGUAÇU;70
1702109;TO;ARAGUAÍNA;80
1702158;TO;ARAGUANÃ;80
1702208;TO;ARAGUATINS;80
1702307;TO;ARAPOEMA;80
1702406;TO;ARRAIAS;80
1702554;TO;AUGUSTINÓPOLIS;80
1702703;TO;AURORA DO TOCANTINS;80
1702901;TO;AXIXÁ DO TOCANTINS;80
1703008;TO;BABAÇULÂNDIA;80
1703057;TO;BANDEIRANTES DO TOCANTINS;80
1703073;TO;BARRA DO OURO;80
1703107;TO;BARROLÂNDIA;80
1703206;TO;BERNARDO SAYÃO;80
1703305;TO;BOM JESUS DO TOCANTINS;80
1703602;TO;BRASILÂNDIA DO TOCANTINS;80
1703701;TO;BREJINHO DE NAZARÉ;80
1703800;TO;BURITI DO TOCANTINS;80
1703826;TO;CACHOEIRINHA;80
1703842;TO;CAMPOS LINDOS;80
1703867;TO;CARIRI DO TOCANTINS;80
1703883;TO;CARMOLÂNDIA;80
1703891;TO;CARRASCO BONITO;80
1703909;TO;CASEARA;80
1704105;TO;CENTENÁRIO;80
1704600;TO;CHAPADA DE AREIA;80
1705102;TO;CHAPADA DA NATIVIDADE;80
1705508;TO;COLINAS DO TOCANTINS;80
1705557;TO;COMBINADO;80
1705607;TO;CONCEIÇÃO DO TOCANTINS;80
1706001;TO;COUTO DE MAGALHÃES;80
1706100;TO;CRISTALÂNDIA;80
1706258;TO;CRIXÁS DO TOCANTINS;80
1706506;TO;DARCINÓPOLIS;80
1707009;TO;DIANÓPOLIS;80
1707108;TO;DIVINÓPOLIS DO TOCANTINS;80
1707207;TO;DOIS IRMÃOS DO TOCANTINS;80
1707306;TO;DUERÉ;80
1707405;TO;ESPERANTINA;80
1707553;TO;FÁTIMA;80
1707652;TO;FIGUEIRÓPOLIS;80
1707702;TO;FILADÉLFIA;80
1708205;TO;FORMOSO DO ARAGUAIA;80
1708254;TO;FORTALEZA DO TABOCÃO;80
1708304;TO;GOIANORTE;80
1709005;TO;GOIATINS;80
1709302;TO;GUARAÍ;80
1709500;TO;GURUPI;80
1709807;TO;IPUEIRAS;80
1710508;TO;ITACAJÁ;80
1710706;TO;ITAGUATINS;80
1710904;TO;ITAPIRATINS;80
1711100;TO;ITAPORÃ DO TOCANTINS;80
1711506;TO;JAÚ DO TOCANTINS;80
1711803;TO;JUARINA;80
1711902;TO;LAGOA DA CONFUSÃO;80
1711951;TO;LAGOA DO TOCANTINS;80
1712009;TO;LAJEADO;80
1712157;TO;LAVANDEIRA;80
1712405;TO;LIZARDA;80
1712454;TO;LUZINÓPOLIS;80
1712504;TO;MARIANÓPOLIS DO TOCANTINS;80
1712702;TO;MATEIROS;80
1712801;TO;MAURILÂNDIA DO TOCANTINS;80
1713205;TO;MIRACEMA DO TOCANTINS;80
1713304;TO;MIRANORTE;80
1713601;TO;MONTE DO CARMO;80
1713700;TO;MONTE SANTO DO TOCANTINS;80
1713809;TO;PALMEIRAS DO TOCANTINS;80
1713957;TO;MURICILÂNDIA;80
1714203;TO;NATIVIDADE;80
1714302;TO;NAZARÉ;80
1714880;TO;NOVA OLINDA;80
1715002;TO;NOVA ROSALÂNDIA;80
1715101;TO;NOVO ACORDO;80
1715150;TO;NOVO ALEGRE;80
1715259;TO;NOVO JARDIM;80
1715507;TO;OLIVEIRA DE FÁTIMA;80
1715705;TO;PALMEIRANTE;80
1715754;TO;PALMEIRÓPOLIS;80
1716109;TO;PARAÍSO DO TOCANTINS;80
1716208;TO;PARANÃ;80
1716307;TO;PAU D'ARCO;80
1716505;TO;PEDRO AFONSO;80
1716604;TO;PEIXE;80
1716653;TO;PEQUIZEIRO;80
1716703;TO;COLMÉIA;80
1717008;TO;PINDORAMA DO TOCANTINS;80
1717206;TO;PIRAQUÊ;80
1717503;TO;PIUM;80
1717800;TO;PONTE ALTA DO BOM JESUS;80
1717909;TO;PONTE ALTA DO TOCANTINS;80
1718006;TO;PORTO ALEGRE DO TOCANTINS;80
1718204;TO;PORTO NACIONAL;80
1718303;TO;PRAIA NORTE;80
1718402;TO;PRESIDENTE KENNEDY;80
1718451;TO;PUGMIL;80
1718501;TO;RECURSOLÂNDIA;80
1718550;TO;RIACHINHO;80
1718659;TO;RIO DA CONCEIÇÃO;80
1718709;TO;RIO DOS BOIS;80
1718758;TO;RIO SONO;80
1718808;TO;SAMPAIO;80
1718840;TO;SANDOLÂNDIA;70
1718865;TO;SANTA FÉ DO ARAGUAIA;80
1718881;TO;SANTA MARIA DO TOCANTINS;80
1718899;TO;SANTA RITA DO TOCANTINS;80
1718907;TO;SANTA ROSA DO TOCANTINS;80
1719004;TO;SANTA TEREZA DO TOCANTINS;80
1720002;TO;SANTA TEREZINHA DO TOCANTINS;80
1720101;TO;SÃO BENTO DO TOCANTINS;80
1720150;TO;SÃO FÉLIX DO TOCANTINS;80
1720200;TO;SÃO MIGUEL DO TOCANTINS;80
1720259;TO;SÃO SALVADOR DO TOCANTINS;80
1720309;TO;SÃO SEBASTIÃO DO TOCANTINS;80
1720499;TO;SÃO VALÉRIO DA NATIVIDADE;80
1720655;TO;SILVANÓPOLIS;80
1720804;TO;SÍTIO NOVO DO TOCANTINS;80
1720853;TO;SUCUPIRA;80
1720903;TO;TAGUATINGA;80
1720937;TO;TAIPAS DO TOCANTINS;80
1720978;TO;TALISMÃ;80
1721000;TO;PALMAS;80
1721109;TO;TOCANTÍNIA;80
1721208;TO;TOCANTINÓPOLIS;80
1721257;TO;TUPIRAMA;80
1721307;TO;TUPIRATINS;80
1722081;TO;WANDERLÂNDIA;80
1722107;TO;XAMBIOÁ;80
2100055;MA;AÇAILÂNDIA;75
2100105;MA;AFONSO CUNHA;70
2100154;MA;ÁGUA DOCE DO MARANHÃO;70
2100204;MA;ALCÂNTARA;55
2100303;MA;ALDEIAS ALTAS;55
2100402;MA;ALTAMIRA DO MARANHÃO;60
2100436;MA;ALTO ALEGRE DO MARANHÃO;70
2100477;MA;ALTO ALEGRE DO PINDARÉ;60
2100501;MA;ALTO PARNAÍBA;75
2100550;MA;AMAPÁ DO MARANHÃO;75
2100600;MA;AMARANTE DO MARANHÃO;75
2100709;MA;ANAJATUBA;55
2100808;MA;ANAPURUS;70
2100832;MA;APICUM-AÇU;55
2100873;MA;ARAGUANÃ;60
2100907;MA;ARAIOSES;70
2100956;MA;ARAME;70
2101004;MA;ARARI;55
2101103;MA;AXIXÁ;70
2101202;MA;BACABAL;60
2101251;MA;BACABEIRA;30
2101301;MA;BACURI;55
2101350;MA;BACURITUBA;55
2101400;MA;BALSAS;75
2101509;MA;BARÃO DE GRAJAÚ;70
2101608;MA;BARRA DO CORDA;70
2101707;MA;BARREIRINHAS;70
2101731;MA;BELÁGUA;70
2101772;MA;BELA VISTA DO MARANHÃO;60
2101806;MA;BENEDITO LEITE;75
2101905;MA;BEQUIMÃO;55
2101939;MA;BERNARDO DO MEARIM;60
2101970;MA;BOA VISTA DO GURUPI;75
2102002;MA;BOM JARDIM;60
2102036;MA;BOM JESUS DAS SELVAS;60
2102077;MA;BOM LUGAR;60
2102101;MA;BREJO;70
2102150;MA;BREJO DE AREIA;60
2102200;MA;BURITI;70
2102309;MA;BURITI BRAVO;70
2102325;MA;BURITICUPU;60
2102358;MA;BURITIRANA;75
2102374;MA;CACHOEIRA GRANDE;70
2102408;MA;CAJAPIÓ;55
2102507;MA;CAJARI;55
2102556;MA;CAMPESTRE DO MARANHÃO;75
2102606;MA;CÂNDIDO MENDES;75
2102705;MA;CANTANHEDE;55
2102754;MA;CAPINZAL DO NORTE;60
2102804;MA;CAROLINA;75
2102903;MA;CARUTAPERA;75
2103000;MA;CAXIAS;55
2103109;MA;CEDRAL;55
2103125;MA;CENTRAL DO MARANHÃO;55
2103158;MA;CENTRO DO GUILHERME;75
2103174;MA;CENTRO NOVO DO MARANHÃO;75
2103208;MA;CHAPADINHA;70
2103257;MA;CIDELÂNDIA;75
2103307;MA;CODÓ;60
2103406;MA;COELHO NETO;70
2103505;MA;COLINAS;70
2103554;MA;CONCEIÇÃO DO LAGO-AÇU;60
2103604;MA;COROATÁ;70
2103703;MA;CURURUPU;55
2103752;MA;DAVINÓPOLIS;75
2103802;MA;DOM PEDRO;70
2103901;MA;DUQUE BACELAR;70
2104008;MA;ESPERANTINÓPOLIS;50
2104057;MA;ESTREITO;75
2104073;MA;FEIRA NOVA DO MARANHÃO;75
2104081;MA;FERNANDO FALCÃO;70
2104099;MA;FORMOSA DA SERRA NEGRA;70
2104107;MA;FORTALEZA DOS NOGUEIRAS;75
2104206;MA;FORTUNA;70
2104305;MA;GODOFREDO VIANA;75
2104404;MA;GONÇALVES DIAS;70
2104503;MA;GOVERNADOR ARCHER;70
2104552;MA;GOVERNADOR EDISON LOBÃO;75
2104602;MA;GOVERNADOR EUGÊNIO BARROS;70
2104628;MA;GOVERNADOR LUIZ ROCHA;70
2104651;MA;GOVERNADOR NEWTON BELLO;60
2104677;MA;GOVERNADOR NUNES FREIRE;75
2104701;MA;GRAÇA ARANHA;70
2104800;MA;GRAJAÚ;70
2104909;MA;GUIMARÃES;55
2105005;MA;HUMBERTO DE CAMPOS;70
2105104;MA;ICATU;65
2105153;MA;IGARAPÉ DO MEIO;60
2105203;MA;IGARAPÉ GRANDE;60
2105302;MA;IMPERATRIZ;75
2105351;MA;ITAIPAVA DO GRAJAÚ;70
2105401;MA;ITAPECURU MIRIM;55
2105427;MA;ITINGA DO MARANHÃO;75
2105450;MA;JATOBÁ;70
2105476;MA;JENIPAPO DOS VIEIRAS;70
2105500;MA;JOÃO LISBOA;75
2105609;MA;JOSELÂNDIA;50
2105658;MA;JUNCO DO MARANHÃO;75
2105708;MA;LAGO DA PEDRA;60
2105807;MA;LAGO DO JUNCO;60
2105906;MA;LAGO VERDE;60
2105922;MA;LAGOA DO MATO;70
2105948;MA;LAGO DOS RODRIGUES;60
2105963;MA;LAGOA GRANDE DO MARANHÃO;60
2105989;MA;LAJEADO NOVO;75
2106003;MA;LIMA CAMPOS;60
2106102;MA;LORETO;75
2106201;MA;LUÍS DOMINGUES;75
2106300;MA;MAGALHÃES DE ALMEIDA;70
2106326;MA;MARACAÇUMÉ;75
2106359;MA;MARAJÁ DO SENA;60
2106375;MA;MARANHÃOZINHO;75
2106409;MA;MATA ROMA;70
2106508;MA;MATINHA;55
2106607;MA;MATÕES;55
2106631;MA;MATÕES DO NORTE;55
2106672;MA;MILAGRES DO MARANHÃO;70
2106706;MA;MIRADOR;70
2106755;MA;MIRANDA DO NORTE;55
2106805;MA;MIRINZAL;55
2106904;MA;MONCÃO;60
2107001;MA;MONTES ALTOS;75
2107100;MA;MORROS;70
2107209;MA;NINA RODRIGUES;70
2107258;MA;NOVA COLINAS;75
2107308;MA;NOVA IORQUE;70
2107357;MA;NOVA OLINDA DO MARANHÃO;75
2107407;MA;OLHO D'ÁGUA DAS CUNHÃS;60
2107456;MA;OLINDA NOVA DO MARANHÃO;55
2107506;MA;PAÇO DO LUMIAR;30
2107605;MA;PALMEIRÂNDIA;55
2107704;MA;PARAIBANO;70
2107803;MA;PARNARAMA;55
2107902;MA;PASSAGEM FRANCA;70
2108009;MA;PASTOS BONS;70
2108058;MA;PAULINO NEVES;70
2108108;MA;PAULO RAMOS;60
2108207;MA;PEDREIRAS;60
2108256;MA;PEDRO DO ROSÁRIO;55
2108306;MA;PENALVA;55
2108405;MA;PERI MIRIM;55
2108454;MA;PERITORÓ;70
2108504;MA;PINDARÉ-MIRIM;60
2108603;MA;PINHEIRO;55
2108702;MA;PIO XII;60
2108801;MA;PIRAPEMAS;55
2108900;MA;POÇÃO DE PEDRAS;60
2109007;MA;PORTO FRANCO;75
2109056;MA;PORTO RICO DO MARANHÃO;55
2109106;MA;PRESIDENTE DUTRA;70
2109205;MA;PRESIDENTE JUSCELINO;70
2109239;MA;PRESIDENTE MÉDICI;75
2109270;MA;PRESIDENTE SARNEY;55
2109304;MA;PRESIDENTE VARGAS;70
2109403;MA;PRIMEIRA CRUZ;70
2109452;MA;RAPOSA;30
2109502;MA;RIACHÃO;75
2109551;MA;RIBAMAR FIQUENE;75
2109601;MA;ROSÁRIO;30
2109700;MA;SAMBAÍBA;75
2109759;MA;SANTA FILOMENA DO MARANHÃO;70
2109809;MA;SANTA HELENA;60
2109908;MA;SANTA INÊS;60
2110005;MA;SANTA LUZIA;60
2110039;MA;SANTA LUZIA DO PARUÁ;75
2110104;MA;SANTA QUITÉRIA DO MARANHÃO;70
2110203;MA;SANTA RITA;55
2110237;MA;SANTANA DO MARANHÃO;70
2110278;MA;SANTO AMARO DO MARANHÃO;70
2110302;MA;SANTO ANTÔNIO DOS LOPES;60
2110401;MA;SÃO BENEDITO DO RIO PRETO;70
2110500;MA;SÃO BENTO;55
2110609;MA;SÃO BERNARDO;70
2110658;MA;SÃO DOMINGOS DO AZEITÃO;75
2110708;MA;SÃO DOMINGOS DO MARANHÃO;70
2110807;MA;SÃO FÉLIX DE BALSAS;75
2110856;MA;SÃO FRANCISCO DO BREJÃO;75
2110906;MA;SÃO FRANCISCO DO MARANHÃO;70
2111003;MA;SÃO JOÃO BATISTA;55
2111029;MA;SÃO JOÃO DO CARÚ;60
2111052;MA;SÃO JOÃO DO PARAÍSO;75
2111078;MA;SÃO JOÃO DO SOTER;55
2111102;MA;SÃO JOÃO DOS PATOS;70
2111201;MA;SÃO JOSÉ DE RIBAMAR;30
2111250;MA;SÃO JOSÉ DOS BASÍLIOS;70
2111300;MA;SÃO LUÍS;15
2111409;MA;SÃO LUÍS GONZAGA DO MARANHÃO;60
2111508;MA;SÃO MATEUS DO MARANHÃO;55
2111532;MA;SÃO PEDRO DA ÁGUA BRANCA;75
2111573;MA;SÃO PEDRO DOS CRENTES;75
2111607;MA;SÃO RAIMUNDO DAS MANGABEIRAS;75
2111631;MA;SÃO RAIMUNDO DO DOCA BEZERRA;50
2111672;MA;SÃO ROBERTO;50
2111706;MA;SÃO VICENTE FERRER;55
2111722;MA;SATUBINHA;60
2111748;MA;SENADOR ALEXANDRE COSTA;70
2111763;MA;SENADOR LA ROCQUE;75
2111789;MA;SERRANO DO MARANHÃO;55
2111805;MA;SÍTIO NOVO;70
2111904;MA;SUCUPIRA DO NORTE;70
2111953;MA;SUCUPIRA DO RIACHÃO;70
2112001;MA;TASSO FRAGOSO;75
2112100;MA;TIMBIRAS;70
2112209;MA;TIMON;55
2112233;MA;TRIZIDELA DO VALE;60
2112274;MA;TUFILÂNDIA;60
2112308;MA;TUNTUM;70
2112407;MA;TURIAÇU;75
2112456;MA;TURILÂNDIA;75
2112506;MA;TUTÓIA;70
2112605;MA;URBANO SANTOS;70
2112704;MA;VARGEM GRANDE;70
2112803;MA;VIANA;55
2112852;MA;VILA NOVA DOS MARTÍRIOS;75
2112902;MA;VITÓRIA DO MEARIM;60
2113009;MA;VITORINO FREIRE;60
2114007;MA;ZÉ DOCA;60
2200053;PI;ACAUÃ;70
2200103;PI;AGRICOLÂNDIA;70
2200202;PI;ÁGUA BRANCA;70
2200251;PI;ALAGOINHA DO PIAUÍ;70
2200277;PI;ALEGRETE DO PIAUÍ;70
2200301;PI;ALTO LONGÁ;55
2200400;PI;ALTOS;30
2200459;PI;ALVORADA DO GURGUÉIA;70
2200509;PI;AMARANTE;70
2200608;PI;ANGICAL DO PIAUÍ;70
2200707;PI;ANÍSIO DE ABREU;70
2200806;PI;ANTÔNIO ALMEIDA;70
2200905;PI;AROAZES;70
2200954;PI;AROEIRAS DO ITAIM;70
2201002;PI;ARRAIAL;70
2201051;PI;ASSUNÇÃO DO PIAUÍ;60
2201101;PI;AVELINO LOPES;75
2201150;PI;BAIXA GRANDE DO RIBEIRO;75
2201176;PI;BARRA D'ALCÂNTARA;70
2201200;PI;BARRAS;60
2201309;PI;BARREIRAS DO PIAUÍ;75
2201408;PI;BARRO DURO;70
2201507;PI;BATALHA;60
2201556;PI;BELA VISTA DO PIAUÍ;70
2201572;PI;BELÉM DO PIAUÍ;70
2201606;PI;BENEDITINOS;30
2201705;PI;BERTOLÍNIA;70
2201739;PI;BETÂNIA DO PIAUÍ;70
2201770;PI;BOA HORA;60
2201804;PI;BOCAINA;70
2201903;PI;BOM JESUS;70
2201919;PI;BOM PRINCÍPIO DO PIAUÍ;55
2201929;PI;BONFIM DO PIAUÍ;70
2201945;PI;BOQUEIRÃO DO PIAUÍ;55
2201960;PI;BRASILEIRA;60
2201988;PI;BREJO DO PIAUÍ;70
2202000;PI;BURITI DOS LOPES;55
2202026;PI;BURITI DOS MONTES;60
2202059;PI;CABECEIRAS DO PIAUÍ;60
2202075;PI;CAJAZEIRAS DO PIAUÍ;70
2202083;PI;CAJUEIRO DA PRAIA;55
2202091;PI;CALDEIRÃO GRANDE DO PIAUÍ;70
2202109;PI;CAMPINAS DO PIAUÍ;70
2202117;PI;CAMPO ALEGRE DO FIDALGO;70
2202133;PI;CAMPO GRANDE DO PIAUÍ;70
2202174;PI;CAMPO LARGO DO PIAUÍ;55
2202208;PI;CAMPO MAIOR;55
2202251;PI;CANAVIEIRA;70
2202307;PI;CANTO DO BURITI;70
2202406;PI;CAPITÃO DE CAMPOS;60
2202455;PI;CAPITÃO GERVÁSIO OLIVEIRA;70
2202505;PI;CARACOL;70
2202539;PI;CARAUBAS DO PIAUÍ;55
2202554;PI;CARIDADE DO PIAUÍ;70
2202604;PI;CASTELO DO PIAUÍ;60
2202653;PI;CAXINGÓ;55
2202703;PI;COCAL;60
